name,positions,company
นาย ชัยณรงค์ มนเทียรวิเชียรฉาย,"กรรมการอิสระ,กรรมการตรวจสอบ",gsteel
นาย ปริทรรศน์ พันธุบรรยงก์,"ประธานกรรมการบริษัท,กรรมการอิสระ,กรรมการตรวจสอบ",gtb
นาย สุชาติ มงคลอารีย์พงษ์,"ประธานเจ้าหน้าที่บริหาร,รองประธานกรรมการบริษัท คนที่ 1",gtb
นาย กมล ตรรกบุตร,"รองประธานกรรมการบริษัท คนที่ 2,กรรมการอิสระ,กรรมการตรวจสอบ",gtb
น.ส. สุรางค์ มงคลอารีย์พงษ์,กรรมการ,gtb
นาง หรรษา บดีพัฒน์,กรรมการ,gtb
นาย ฉลาด ณ ระนอง,กรรมการ,gtb
นาย เอกชัย นิตยาเกษตรวัฒน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gtb
นาย วิเศษ จูภิบาล,"ประธานกรรมการ,กรรมการอิสระ",gulf
นาย สารัชถ์ รัตนาวะดี,"ประธานเจ้าหน้าที่บริหาร,รองประธานกรรมการ",gulf
นาง พรทิพา ชินเวชกิจวานิชย์,กรรมการ,gulf
นาย บุญชัย ถิราติ,กรรมการ,gulf
น.ส. ยุพาพิน วังวิวัฒน์,กรรมการ,gulf
นาง โชติกุล สุขภิรมย์เกษม,กรรมการ,gulf
นาย เกษม สนิทวงศ์ ณ อยุธยา,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gulf
นาย สันติ บุญประคับ,กรรมการอิสระ,gulf
นาง รวีพร คูหิรัญ,"กรรมการอิสระ,กรรมการตรวจสอบ",gulf
นาย สมหมาย ภาษี,"กรรมการอิสระ,กรรมการตรวจสอบ",gulf
นาย ปรีดี ดาวฉาย,กรรมการอิสระ,gulf
นาย สมประสงค์ บุญยะชัย,กรรมการอิสระ,gulf
นาย กัลกุล ดำรงปิยวุฒิ์,ประธานกรรมการบริษัท,gunkul
น.ส. โศภชา ดำรงปิยวุฒิ์,"ประธานกรรมการบริหาร,กรรมการ",gunkul
นาย สมบูรณ์ เอื้ออัชฌาสัย,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",gunkul
น.ส. นฤชล ดำรงปิยวุฒิ์,กรรมการ,gunkul
นาง อารีวรรณ เฉลิมแดน,กรรมการ,gunkul
นาย เฉลิมพล ศรีเจริญ,กรรมการ,gunkul
นาย จงรัก ระรวยทรง,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gunkul
นาง พนารัตน์ ปานมณี,"กรรมการอิสระ,กรรมการตรวจสอบ",gunkul
พลเอก ธารไชยยันต์ ศรีสุวรรณ,กรรมการอิสระ,gunkul
นาย ธรากร อังภูเบศวร์,"กรรมการอิสระ,กรรมการตรวจสอบ",gunkul
นาย ธีระพร ศรีเฟื่องฟุ้ง,ประธานกรรมการ,gyt
นาย แรนดีพ ซิง กานวา,"กรรมการผู้จัดการ,กรรมการ",gyt
นาย ไมเคิล มาร์เตนส์,กรรมการ,gyt
นาย จีโน การ์ซาเรลลา,กรรมการ,gyt
นาย ไมเคิล ลี เดรเยอร์,กรรมการ,gyt
น.ส. นิโคล นัททอล,กรรมการ,gyt
นาย อรรถพร ข่ายม่าน,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gyt
